P_ID,DEPTH,LOC,ORDER,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I01,I03,I29,I31,STIMULI,POOL,SCORE
s864,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s865,3,R,f,,,,,,,L3,L3,R3,R3,R3,R3,R3,R3,R3,L1,L1,R1,R1,simulated,simulated,2529.211111111111
s866,2,L,b,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,simulated,simulated,2519.055407185407
s867,2,C,a,,,,L,L,L,L,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2478.8433140933143
s868,2,R,f,,,,,,,L,L,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2519.0554071854067
s869,3,R,a,,,,,,,X1,X1,R3,R3,R3,R3,R3,R2,R2,L1,L1,R1,R1,simulated,simulated,2540.8
s870,3,L,b,L3,L3,L3,L3,L3,L3,L3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2529.2111111111117
s871,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s872,2,R,f,,,,,,,L,L,L,L,L,R,R,R,R,L,L,R,R,simulated,simulated,2470.6035594035598
s873,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R3,R2,R2,L1,L1,R1,R1,simulated,simulated,2562.6833333333334
s874,3,L,b,L2,L2,L2,L2,R3,R3,R3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2486.266666666667
s875,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s876,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s877,3,L,a,L3,L3,L3,L3,L3,X1,X1,X1,X1,,,,,,,L1,L1,R1,R1,simulated,simulated,2529.9222222222224
s878,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s879,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s880,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s881,3,R,f,,,,,,,L3,L3,L3,L3,L3,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2486.2666666666673
s882,2,L,b,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,simulated,simulated,2519.055407185407
s883,2,C,a,,,,L,L,L,L,X,R,R,R,R,,,,L,L,R,R,simulated,simulated,2474.8852236652237
s884,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s885,3,L,a,L2,L3,L3,L3,L3,L3,L3,X1,X1,,,,,,,L1,L1,R1,R1,simulated,simulated,2541.5666666666666
s886,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s887,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s888,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s889,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s890,3,C,a,,,,L3,L3,L3,L3,L3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2492.7388888888895
s891,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s892,3,R,a,,,,,,,R3,R3,R3,R3,R3,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2559.7666666666664
s893,3,L,b,L3,L3,L3,L3,L3,L3,L3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2529.2111111111117
s894,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s895,2,R,f,,,,,,,L,L,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2519.0554071854067
s896,2,C,a,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s897,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s898,3,R,f,,,,,,,L3,L3,R3,R3,R3,R3,R3,R3,R3,L1,L1,R1,R1,simulated,simulated,2529.211111111111
s899,2,L,b,L,L,L,L,R,R,R,R,R,,,,,,,L,L,R,R,simulated,simulated,2470.6035594035598
s900,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s901,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s902,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s903,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s904,2,R,a,,,,,,,X,X,X,X,R,R,R,R,R,L,L,R,R,simulated,simulated,2524.84303992304
s905,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s906,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s907,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s908,2,L,a,L,L,L,L,L,L,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2529.0378495578498
s909,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s910,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s911,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s912,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s913,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s914,3,C,a,,,,L3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2494.85
s915,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s916,3,L,a,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s917,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s918,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s919,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s920,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s921,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s922,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s923,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s924,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s925,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s926,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s927,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s928,2,C,a,,,,L,L,L,L,L,R,R,R,R,,,,L,L,R,R,simulated,simulated,2478.8433140933143
s929,2,L,b,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,simulated,simulated,2519.055407185407
s930,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s931,3,R,f,,,,,,,L3,L3,L3,L3,L3,R3,R3,R3,R3,L1,L1,R1,R1,simulated,simulated,2485.5888888888894
s932,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2561.6222222222223
s933,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s934,2,R,f,,,,,,,L,L,L,L,L,R,R,R,R,L,L,R,R,simulated,simulated,2470.6035594035598
s935,3,L,b,L3,L3,L3,L3,R3,R3,R3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2485.5888888888894
s936,3,L,a,L2,L2,L3,L3,L3,L3,L3,L3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2544.5944444444444
s937,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s938,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s939,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s940,2,L,a,L,L,L,L,L,L,L,L,R,,,,,,,L,L,R,R,simulated,simulated,2535.4665569615568
s941,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s942,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s943,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s944,3,C,a,,,,X1,X1,X1,X1,X1,X1,X1,X1,R3,,,,L1,L1,R1,R1,simulated,simulated,2501.716666666667
s945,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s946,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s947,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s948,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s949,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s950,3,L,a,L2,L2,L2,L2,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2559.766666666667
s951,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s952,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s953,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s954,3,C,a,,,,L3,L3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2493.461111111111
s955,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s956,2,R,a,,,,,,,X,X,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2534.517259037259
s957,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s958,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s959,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s960,2,L,b,L,L,L,L,R,R,R,R,R,,,,,,,L,L,R,R,simulated,simulated,2470.6035594035598
s961,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s962,2,C,a,,,,L,L,L,L,L,L,L,R,R,,,,L,L,R,R,simulated,simulated,2477.677455692456
s963,3,R,f,,,,,,,L3,L3,L3,L3,L3,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2486.2666666666673
s964,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s965,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s966,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s967,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s968,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s969,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s970,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s971,3,L,a,L2,L2,L3,L3,L3,L3,L3,X1,X1,,,,,,,L1,L1,R1,R1,simulated,simulated,2540.8
s972,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s973,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s974,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s975,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s976,3,C,a,,,,L3,L3,L3,L3,L3,L3,L3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2493.4611111111117
s977,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s978,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s979,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s980,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s981,2,R,f,,,,,,,L,L,L,L,L,R,R,R,R,L,L,R,R,simulated,simulated,2470.6035594035598
s982,3,R,a,,,,,,,R3,X1,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2543.5388888888892
s983,3,L,b,L3,L3,L3,L3,L3,L3,L3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2529.2111111111117
s984,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s985,2,C,a,,,,L,L,L,L,L,L,R,R,R,,,,L,L,R,R,simulated,simulated,2478.372332852333
s986,3,R,f,,,,,,,L3,L3,R3,R3,R3,R3,R3,R3,R3,L1,L1,R1,R1,simulated,simulated,2529.211111111111
s987,2,L,b,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,simulated,simulated,2519.055407185407
s988,2,R,f,,,,,,,L,L,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2519.0554071854067
s989,3,L,b,L3,L3,L3,L3,L3,L3,L3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2529.2111111111117
s990,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s991,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R3,R2,R2,L1,L1,R1,R1,simulated,simulated,2562.6833333333334
s992,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s993,2,R,a,,,,,,,L,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2535.466556961557
s994,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s995,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s996,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s997,2,L,a,L,L,L,L,L,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2524.84303992304
s998,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s999,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s1000,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s1001,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1002,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s1003,3,L,a,L2,L3,L3,L3,L3,L3,L3,X1,X1,,,,,,,L1,L1,R1,R1,simulated,simulated,2541.5666666666666
s1004,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1005,3,C,a,,,,L3,L3,L3,L3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2492.7388888888895
s1006,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1007,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1008,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1009,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s1010,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1011,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1012,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1013,3,L,a,L2,L3,L3,L3,L3,L3,L3,L3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2545.1222222222223
s1014,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s1015,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s1016,3,C,a,,,,L3,L3,L3,L3,L3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2492.7388888888895
s1017,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1018,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1019,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1020,2,L,a,L,L,L,L,L,L,L,L,X,,,,,,,L,L,R,R,simulated,simulated,2542.2136204536205
s1021,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s1022,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1023,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s1024,2,L,b,L,L,L,L,R,R,R,R,R,,,,,,,L,L,R,R,simulated,simulated,2470.6035594035598
s1025,3,R,f,,,,,,,L3,L3,R3,R3,R3,R3,R3,R3,R3,L1,L1,R1,R1,simulated,simulated,2529.211111111111
s1026,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1027,2,C,a,,,,L,L,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.6774556924556
s1028,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1029,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1030,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1031,3,C,a,,,,L3,L3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2493.461111111111
s1032,3,R,f,,,,,,,L3,L3,L3,L3,L3,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2486.2666666666673
s1033,2,L,b,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,simulated,simulated,2519.055407185407
s1034,2,C,a,,,,L,L,L,L,L,R,R,R,R,,,,L,L,R,R,simulated,simulated,2478.8433140933143
s1035,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1036,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s1037,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1038,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1039,2,R,a,,,,,,,X,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2542.213620453621
s1040,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1041,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s1042,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s1043,3,L,a,L2,L3,L3,L3,L3,L3,L3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2529.05
s1044,3,L,a,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1045,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s1046,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s1047,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1048,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1049,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1050,3,C,a,,,,L3,L3,L3,L3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2492.7388888888895
s1051,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1052,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s1053,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s1054,3,L,a,L2,L2,L2,L3,L3,L3,L3,L3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2543.3444444444444
s1055,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1056,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1057,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1058,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s1059,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1060,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s1061,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2508.0888888888894
s1062,2,L,a,L,L,L,L,L,L,L,X,X,,,,,,,L,L,R,R,simulated,simulated,2534.517259037259
s1063,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1064,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2497.738888888889
s1065,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1066,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1067,2,R,a,,,,,,,X,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2542.213620453621
s1068,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1069,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1070,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1071,3,C,a,,,,L3,L3,L3,L3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2492.7388888888895
s1072,3,L,a,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2562.811111111111
s1073,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s1074,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1075,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2497.7388888888886
s1076,3,L,b,L2,L2,L2,L2,R3,R3,R3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2486.266666666667
s1077,2,R,f,,,,,,,L,L,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2519.0554071854067
s1078,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
