P_ID,DEPTH,LOC,ORDER,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I01,I03,I29,I31,STIMULI,POOL,SCORE
s866,2,L,b,X,L,L,L,X,X,X,R,R,,,,,,,L,L,R,R,simulated,simulated,2467.548597883598
s867,2,C,a,,,,L,L,L,L,L,L,X,R,R,,,,L,L,R,R,simulated,simulated,2473.8979413179413
s868,2,R,f,,,,,,,L,X,R,X,R,R,R,R,R,L,L,R,R,simulated,simulated,2509.8907860657864
s869,3,R,a,,,,,,,X1,X1,X1,X1,X1,R2,R2,R1,R2,L2,L2,R1,R1,simulated,simulated,2516.51
s870,3,L,b,L2,L2,L2,L3,L1,X1,L1,X1,R3,,,,,,,L1,L1,R3,R1,simulated,simulated,2493.0855555555554
s871,2,C,m,,,,L,L,L,L,L,R,R,R,R,,,,X,L,R,R,simulated,simulated,2435.3827922077926
s872,2,R,f,,,,,,,L,L,L,L,R,R,R,R,R,L,L,R,R,simulated,simulated,2487.083068783069
s873,3,R,a,,,,,,,X1,X1,X1,X1,R2,R2,L1,X1,R2,L1,R3,R1,L2,simulated,simulated,2259.3677777777775
s874,3,L,b,L3,L3,L3,L3,L3,L3,L3,R1,R2,,,,,,,L2,L1,R1,R1,simulated,simulated,2513.773333333334
s875,2,C,m,,,,X,X,X,R,X,R,R,X,R,,,,L,L,R,R,simulated,simulated,2453.4878162578166
s876,2,R,m,,,,,,,R,R,R,R,L,R,R,R,R,L,L,R,L,simulated,simulated,2407.24124042624
s877,3,L,a,L2,L1,R1,R1,L3,L3,L2,L3,L3,,,,,,,R3,L1,R2,R1,simulated,simulated,2331.616666666667
s878,3,C,f,,,,L2,L2,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2488.766666666667
s879,2,C,b,,,,L,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.2607294557292
s880,3,L,m,L2,L3,L2,L2,R1,L2,L1,L2,L3,,,,,,,L1,L1,R1,R2,simulated,simulated,2470.4266666666667
s881,3,R,f,,,,,,,L3,L3,L3,L3,L3,R3,R3,R3,R2,L1,L1,R3,R1,simulated,simulated,2478.2333333333336
s882,2,L,b,L,R,L,L,L,L,L,L,X,,,,,,,L,L,R,R,simulated,simulated,2468.7135753135753
s883,2,C,a,,,,L,L,L,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2478.3723328523324
s884,2,R,m,,,,,,,R,R,R,R,R,R,R,R,X,R,L,R,R,simulated,simulated,2413.471093813594
s885,3,L,a,L2,L1,L2,L3,L2,L2,L2,L2,L2,,,,,,,L1,L1,R2,R1,simulated,simulated,2536.736957671958
s886,2,C,b,,,,L,L,R,X,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2467.6646079846078
s887,3,C,f,,,,L3,L1,R1,L3,L3,L3,X1,X1,L3,,,,L1,L1,R1,R1,simulated,simulated,2407.5133333333333
s888,2,R,b,,,,,,,R,R,X,R,R,R,R,R,R,L,L,R,L,simulated,simulated,2434.6538485588485
s889,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s890,3,C,a,,,,L2,L3,L2,L3,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,simulated,simulated,2481.426507936508
s891,2,L,m,L,L,L,L,X,L,L,L,L,,,,,,,R,L,L,R,simulated,simulated,2344.4521077071076
s892,3,R,a,,,,,,,X1,X1,X1,X1,L3,R2,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2489.338888888889
s893,3,L,b,L2,L2,L2,X1,X1,X1,X1,R2,X1,,,,,,,L1,L1,R1,L2,simulated,simulated,2380.566666666667
s894,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,X,R,R,simulated,simulated,2456.091111111111
s895,2,R,f,,,,,,,L,L,X,X,X,X,X,R,R,L,L,R,R,simulated,simulated,2481.185661375661
s896,2,C,a,,,,L,L,L,L,L,R,R,R,R,,,,L,X,R,R,simulated,simulated,2434.048133718134
s897,3,L,m,L2,L2,L2,L2,L1,L2,L2,R3,L2,,,,,,,L1,L1,R1,R2,simulated,simulated,2512.7930158730155
s898,3,R,f,,,,,,,L3,R2,R2,R3,R2,R2,L3,R2,R2,L3,L1,R1,R1,simulated,simulated,2468.4275396825396
s899,2,L,b,L,L,L,L,L,L,R,R,R,,,,,,,L,L,R,R,simulated,simulated,2503.126341621342
s900,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,X,simulated,simulated,2516.2972620897617
s901,3,C,m,,,,L3,L2,L3,L3,L2,L2,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2467.3855555555556
s902,3,R,b,,,,,,,R3,R3,R2,R2,R3,R2,R2,R2,R1,L1,L1,R1,R3,simulated,simulated,2523.5452380952383
s903,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s904,2,R,a,,,,,,,L,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2535.466556961557
s905,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s906,3,C,b,,,,R3,R3,R3,R3,R3,R3,R2,R2,R2,,,,L2,L3,R1,R1,simulated,simulated,2481.468888888889
s907,3,R,m,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L2,R3,R1,simulated,simulated,2544.966666666667
s908,2,L,a,L,L,L,L,L,R,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2505.802807007807
s909,3,C,m,,,,X1,X1,X1,R3,X1,R3,R3,R3,R3,,,,L1,L2,R1,R1,simulated,simulated,2476.616666666667
s910,3,R,b,,,,,,,R1,R2,R2,L2,R2,R2,L1,R1,R3,L1,L1,R1,R1,simulated,simulated,2413.12
s911,2,C,f,,,,L,L,L,L,L,X,L,R,R,,,,L,X,R,R,simulated,simulated,2419.1472053872053
s912,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s913,3,L,f,L2,L1,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R2,R1,simulated,simulated,2553.251111111111
s914,3,C,a,,,,L2,L2,R1,R2,R3,R3,R2,R3,R3,,,,L3,L1,R1,R1,simulated,simulated,2452.351111111111
s915,2,L,m,L,L,L,L,L,L,L,X,L,,,,,,,L,L,L,X,simulated,simulated,2407.9663246013242
s916,3,L,a,L2,L2,L3,L3,L1,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2544.6766666666667
s917,2,R,m,,,,,,,R,R,R,R,R,R,R,R,L,L,L,R,R,simulated,simulated,2473.4646144596145
s918,3,C,f,,,,X1,X1,X1,X1,X1,X1,X1,L1,X1,,,,L1,L1,R1,R1,simulated,simulated,2459.3677777777775
s919,2,C,b,,,,L,L,L,X,L,L,R,L,R,,,,L,L,R,L,simulated,simulated,2357.287337662338
s920,2,R,a,,,,,,,X,X,X,X,R,R,R,R,R,L,L,R,R,simulated,simulated,2524.84303992304
s921,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s922,3,C,b,,,,L2,R3,R3,R3,R3,R3,R3,R2,R1,,,,L1,L1,R1,R1,simulated,simulated,2476.7122222222224
s923,3,R,m,,,,,,,R3,R3,L2,R3,R3,R3,R3,R3,R2,L3,L1,R1,R1,simulated,simulated,2518.9755555555557
s924,3,C,m,,,,L2,L2,L2,X1,X1,X1,X1,X1,X1,,,,L1,L3,L3,X1,simulated,simulated,2344.046666666667
s925,3,R,b,,,,,,,R3,R3,R3,R3,R3,R2,R2,R2,L1,L1,L2,R1,R1,simulated,simulated,2472.9711111111114
s926,2,L,a,L,L,L,L,R,L,R,L,L,,,,,,,L,L,R,R,simulated,simulated,2469.7157858807864
s927,2,C,f,,,,L,R,X,L,X,X,X,X,X,,,,L,L,R,X,simulated,simulated,2394.0252116402116
s928,2,C,a,,,,L,L,L,L,R,R,R,R,R,,,,L,L,X,R,simulated,simulated,2434.048133718134
s929,2,L,b,L,R,L,L,L,L,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2459.161007696008
s930,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,R1,,,,,,,R3,L1,R3,R1,simulated,simulated,2439.5222222222224
s931,3,R,f,,,,,,,X1,X1,X1,L1,X1,X1,R3,R3,X1,L1,L1,R1,R2,simulated,simulated,2458.477777777778
s932,3,R,a,,,,,,,X1,L1,R2,R3,R2,R2,R2,L3,R2,L1,L2,R1,R1,simulated,simulated,2448.3261904761903
s933,2,C,m,,,,L,L,L,L,L,L,L,L,L,,,,L,L,L,R,simulated,simulated,2405.98267484694
s934,2,R,f,,,,,,,X,X,X,X,X,X,X,X,R,L,L,L,R,simulated,simulated,2411.8735714285713
s935,3,L,b,L2,L2,L3,L2,X1,X1,R3,R3,R1,,,,,,,L1,L1,R1,R1,simulated,simulated,2480.0400000000004
s936,3,L,a,L3,L3,L3,L3,L3,L3,L2,R1,R3,,,,,,,L1,R1,R1,R1,simulated,simulated,2407.2900000000004
s937,3,C,f,,,,L3,L3,L3,L3,L1,L3,X1,R2,R3,,,,L2,L1,R1,R1,simulated,simulated,2462.4333333333334
s938,2,C,b,,,,L,L,L,R,R,R,X,R,R,,,,L,L,R,X,simulated,simulated,2414.6803848003847
s939,2,R,m,,,,,,,L,L,L,R,R,L,L,R,X,L,L,R,L,simulated,simulated,2323.1029588929587
s940,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,R,L,R,R,simulated,simulated,2458.051205461205
s941,3,C,m,,,,R3,L3,L3,L3,L3,R3,L1,R3,R3,,,,L1,L1,R2,R1,simulated,simulated,2415.7511111111116
s942,2,C,f,,,,L,L,L,L,L,X,L,R,R,,,,L,L,R,R,simulated,simulated,2467.664607984608
s943,3,R,b,,,,,,,R3,L2,R3,R3,R3,R1,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2517.826666666667
s944,3,C,a,,,,L2,L3,L2,L3,R3,R2,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2479.216666666667
s945,2,R,b,,,,,,,R,R,R,R,R,X,R,L,R,L,L,R,R,simulated,simulated,2446.9407351907357
s946,3,L,f,L2,L3,L3,L1,L3,L2,L3,L3,L3,,,,,,,L1,L1,R3,L2,simulated,simulated,2411.7388888888886
s947,2,L,m,X,R,L,L,L,L,R,L,L,,,,,,,X,L,R,L,simulated,simulated,2284.0399245199246
s948,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,L,R,simulated,simulated,2384.746901061901
s949,3,C,f,,,,L3,L2,R3,R2,R3,R3,L2,L2,R3,,,,L1,L1,R1,R1,simulated,simulated,2400.2366666666667
s950,3,L,a,L3,L3,L3,L3,R2,L3,L3,L3,L3,,,,,,,L1,L1,R1,R2,simulated,simulated,2500.6317460317464
s951,2,R,m,,,,,,,R,R,R,R,R,R,R,X,L,L,L,R,R,simulated,simulated,2436.591032116032
s952,3,L,f,L2,X1,L2,R1,L3,L2,L2,R3,X1,,,,,,,L1,L1,R3,R3,simulated,simulated,2425.7922222222223
s953,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s954,3,C,a,,,,L2,X1,X1,L3,R3,R3,R3,R3,R3,,,,L3,L2,R1,R1,simulated,simulated,2465.1722222222224
s955,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s956,2,R,a,,,,,,,L,L,L,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2503.1263416213415
s957,2,L,f,L,L,R,L,L,L,L,L,L,,,,,,,L,L,R,L,simulated,simulated,2393.1477755577757
s958,3,C,b,,,,L3,L2,L1,L1,R3,L1,R2,R2,R3,,,,L1,L1,R1,R1,simulated,simulated,2445.1614285714286
s959,3,R,m,,,,,,,L2,L1,R3,R3,R3,R3,R3,R3,R3,L1,L1,R1,L3,simulated,simulated,2426.928888888889
s960,2,L,b,L,L,L,X,R,L,R,R,R,,,,,,,L,R,R,R,simulated,simulated,2371.6218013468015
s961,3,L,m,L2,R3,R2,R3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2391.1666666666674
s962,2,C,a,,,,L,L,L,L,L,L,R,R,R,,,,L,L,R,R,simulated,simulated,2478.372332852333
s963,3,R,f,,,,,,,L3,L3,R3,R3,R3,R3,R3,R3,R3,L1,L1,R1,R1,simulated,simulated,2529.211111111111
s964,2,L,f,L,L,L,L,X,L,L,L,L,,,,,,,L,L,L,L,simulated,simulated,2354.614448079154
s965,3,R,m,,,,,,,R3,R3,L2,R3,R3,R2,R3,R3,R2,L3,L3,L1,R1,simulated,simulated,2407.5511111111114
s966,3,C,b,,,,X1,X1,X1,X1,X1,L1,X1,R2,R2,,,,L1,L1,R1,R1,simulated,simulated,2458.228888888889
s967,2,R,a,,,,,,,R,R,R,R,X,R,X,R,R,L,L,R,R,simulated,simulated,2489.6175531875533
s968,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,X,R,R,simulated,simulated,2444.5220905945907
s969,3,C,f,,,,L3,L3,L3,L3,L1,L3,L3,L3,R3,,,,L1,L1,R2,R1,simulated,simulated,2469.114444444445
s970,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s971,3,L,a,L2,L2,L2,L2,L2,L2,L3,L3,L3,,,,,,,L1,L1,R2,X1,simulated,simulated,2516.9055555555556
s972,3,C,m,,,,L3,R3,R2,R2,R3,R2,R2,R2,R2,,,,L1,L1,R1,R1,simulated,simulated,2471.4250793650795
s973,3,R,b,,,,,,,R3,R3,R3,R3,R3,R3,R2,R2,R2,L1,L3,R1,R1,simulated,simulated,2560.1555555555556
s974,2,L,a,L,L,L,L,L,L,X,L,R,,,,,,,L,L,L,R,simulated,simulated,2421.379706774707
s975,2,C,f,,,,L,L,L,L,L,X,L,R,R,,,,L,L,R,R,simulated,simulated,2467.664607984608
s976,3,C,a,,,,L2,L2,L3,L2,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2486.574444444445
s977,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s978,2,R,b,,,,,,,X,X,R,R,L,R,R,R,R,L,X,R,R,simulated,simulated,2444.1631422281425
s979,3,L,f,L2,L2,L2,L2,L2,L2,L2,R1,R3,,,,,,,L1,L2,R1,R2,simulated,simulated,2508.7000000000003
s980,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,X,L,X,L,simulated,simulated,2303.6423809523812
s981,2,R,f,,,,,,,L,L,X,R,R,R,R,R,X,L,L,R,R,simulated,simulated,2473.8411495911496
s982,3,R,a,,,,,,,R3,R3,R3,R2,R2,R2,R2,R2,R2,L1,L2,R1,R2,simulated,simulated,2540.0888888888894
s983,3,L,b,L3,L3,L3,L3,X1,X1,X1,R2,R2,,,,,,,L3,L2,R1,R1,simulated,simulated,2486.4333333333334
s984,3,L,m,L2,L2,L2,L2,L2,L2,L2,R2,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2528.1166666666663
s985,2,C,a,,,,X,X,R,X,X,X,X,X,R,,,,L,L,R,R,simulated,simulated,2461.6350529100528
s986,3,R,f,,,,,,,L3,L3,L3,L3,L3,R2,R2,R2,R2,L1,L1,R1,R3,simulated,simulated,2481.6222222222227
s987,2,L,b,L,L,X,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2514.6058846708847
s988,2,R,f,,,,,,,X,X,X,X,X,R,R,R,R,L,L,R,L,simulated,simulated,2420.3796296296296
s989,3,L,b,L2,L2,L2,L2,L2,R2,X1,X1,X1,,,,,,,L3,L1,R1,L3,simulated,simulated,2388.5388888888883
s990,2,C,m,,,,X,X,X,R,X,R,R,R,R,,,,L,L,R,R,simulated,simulated,2469.3729244829246
s991,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,L3,L1,L1,R1,simulated,simulated,2454.4888888888886
s992,3,R,m,,,,,,,R3,R3,R3,R2,R3,R2,R2,L2,R2,L1,L1,R1,R1,simulated,simulated,2478.6244444444446
s993,2,R,a,,,,,,,R,R,R,L,R,R,R,R,R,L,L,R,R,simulated,simulated,2505.802807007807
s994,2,L,f,L,L,L,L,L,L,L,L,R,,,,,,,L,L,R,R,simulated,simulated,2535.4665569615568
s995,3,C,b,,,,L3,R1,R3,R3,R3,R3,R3,R3,R2,,,,L2,L3,X1,R1,simulated,simulated,2412.677777777778
s996,3,C,m,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L2,R3,R1,simulated,simulated,2489.866666666667
s997,2,L,a,L,L,X,L,L,L,L,L,R,,,,,,,L,L,R,R,simulated,simulated,2500.414022089022
s998,3,R,b,,,,,,,X1,L1,R3,R3,R3,X1,R2,R3,R3,L1,L1,R1,R1,simulated,simulated,2491.262222222222
s999,2,C,f,,,,L,L,L,L,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2481.7759451659454
s1000,2,C,b,,,,L,L,L,L,L,R,R,R,R,,,,X,L,R,R,simulated,simulated,2435.3827922077926
s1001,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1002,3,C,f,,,,L3,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R3,simulated,simulated,2500.5388888888892
s1003,3,L,a,L2,L2,L2,L3,L2,L2,L2,L2,L1,,,,,,,L1,L1,R3,R2,simulated,simulated,2528.691984126984
s1004,3,L,f,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R2,R1,simulated,simulated,2560.6333333333337
s1005,3,C,a,,,,L3,L3,L3,L3,L3,L3,L3,L3,R2,,,,X1,L1,R3,X1,simulated,simulated,2397.305555555555
s1006,2,R,b,,,,,,,R,R,R,R,R,R,R,X,R,R,L,R,L,simulated,simulated,2332.9064851814856
s1007,2,L,m,L,L,X,X,X,X,X,L,X,,,,,,,L,L,L,R,simulated,simulated,2380.896346801347
s1008,2,L,f,L,L,L,X,L,L,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2510.219492544493
s1009,3,C,b,,,,L2,L2,R1,R2,R2,L2,R2,R2,R2,,,,L1,L1,R1,R1,simulated,simulated,2434.9625396825404
s1010,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,R,L,R,R,simulated,simulated,2458.2364380934973
s1011,3,R,m,,,,,,,R3,R3,R3,R3,L1,R1,R3,R2,R2,L2,L2,R2,R1,simulated,simulated,2480.8
s1012,2,R,m,,,,,,,R,R,L,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2514.6453416953423
s1013,3,L,a,L2,L3,L3,L3,L3,L3,L3,L3,R1,,,,,,,L1,R3,R1,R1,simulated,simulated,2445.24
s1014,2,C,b,,,,L,L,L,L,R,R,R,L,R,,,,L,L,R,R,simulated,simulated,2447.660740740741
s1015,3,C,f,,,,L1,L3,L3,L3,L3,L3,L3,L3,L3,,,,X1,R1,R1,R2,simulated,simulated,2342.4777777777776
s1016,3,C,a,,,,L2,L2,X1,R2,R2,L3,R2,R2,R2,,,,L3,L2,R1,R1,simulated,simulated,2441.6636507936514
s1017,2,L,m,R,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2473.464614459614
s1018,2,R,b,,,,,,,R,R,X,R,R,R,L,R,R,L,L,R,R,simulated,simulated,2464.2139179339183
s1019,3,L,f,L3,L2,L2,L2,L2,R3,L2,L3,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2499.8579365079368
s1020,2,L,a,L,L,L,L,X,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2521.222972582973
s1021,2,C,f,,,,L,L,X,L,L,X,X,X,X,,,,L,L,R,R,simulated,simulated,2466.6412866762867
s1022,3,R,b,,,,,,,R3,R3,R3,R3,L3,R3,R2,R3,R2,L1,L1,R1,R1,simulated,simulated,2504.4255555555555
s1023,3,C,m,,,,R3,L3,L3,L3,L3,R2,R3,R2,R2,,,,L2,L2,R1,R2,simulated,simulated,2431.434444444445
s1024,2,L,b,L,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2513.9808465608467
s1025,3,R,f,,,,,,,X1,L3,X1,R2,L1,R2,R3,R3,R2,L1,L2,R1,R1,simulated,simulated,2464.306666666667
s1026,3,L,m,L2,L3,R2,L2,L2,L3,L3,R2,L3,,,,,,,L1,L1,R2,R1,simulated,simulated,2456.563333333334
s1027,2,C,a,,,,L,L,L,L,L,L,L,R,R,,,,L,L,R,R,simulated,simulated,2477.677455692456
s1028,2,R,b,,,,,,,R,R,R,R,R,R,X,R,R,L,L,R,R,simulated,simulated,2514.6058846708847
s1029,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,X,X,R,simulated,simulated,2459.112609242609
s1030,3,L,f,R1,L1,R3,L2,L2,L2,L2,X1,X1,,,,,,,L1,X1,R2,R1,simulated,simulated,2345.1511111111113
s1031,3,C,a,,,,L2,R2,R3,X1,R3,R3,R3,R3,R3,,,,L1,L3,R1,R1,simulated,simulated,2459.0444444444447
s1032,3,R,f,,,,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,L1,R2,L3,L3,simulated,simulated,2251.8458994708994
s1033,2,L,b,L,L,L,L,X,X,X,X,X,,,,,,,L,L,X,R,simulated,simulated,2470.802972582973
s1034,2,C,a,,,,X,L,L,L,L,L,L,R,R,,,,L,L,R,R,simulated,simulated,2447.0388801938802
s1035,3,L,m,L2,R3,L2,L2,L2,L2,L1,R2,R3,,,,,,,L1,L1,R1,L1,simulated,simulated,2335.2073015873016
s1036,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L2,L1,R1,R1,simulated,simulated,2495.9722222222226
s1037,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1038,3,R,m,,,,,,,L3,X1,L3,R3,R3,R3,R3,R2,R1,L1,L3,R1,R1,simulated,simulated,2498.8788888888885
s1039,2,R,a,,,,,,,L,R,R,R,R,R,R,R,X,L,L,R,L,simulated,simulated,2402.4711375661377
s1040,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1041,2,C,b,,,,X,X,X,X,X,X,X,L,R,,,,L,L,R,R,simulated,simulated,2458.0003174603175
s1042,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R3,R1,simulated,simulated,2496.272222222222
s1043,3,L,a,L3,L3,L3,L1,L3,R3,L3,X1,X1,,,,,,,L1,L3,R3,R3,simulated,simulated,2475.753333333333
s1044,3,L,a,R3,L2,L2,L2,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2482.282222222222
s1045,2,C,b,,,,L,X,X,R,R,R,R,L,R,,,,L,X,R,R,simulated,simulated,2385.5808922558926
s1046,3,C,f,,,,L2,L1,L1,L2,L3,L2,R3,R3,R2,,,,X1,R3,L2,R1,simulated,simulated,2242.7477777777785
s1047,2,R,m,,,,,,,R,R,R,R,R,R,R,R,X,L,L,R,R,simulated,simulated,2509.5450112850112
s1048,2,R,b,,,,,,,R,R,R,R,R,R,L,R,R,L,L,R,R,simulated,simulated,2484.2588211788216
s1049,3,L,f,L3,L1,L3,L3,L1,L3,L3,L3,L3,,,,,,,L1,L1,R2,R3,simulated,simulated,2533.738888888889
s1050,3,C,a,,,,L3,L3,L3,R1,R2,R2,R2,R2,L3,,,,L2,L1,R1,R1,simulated,simulated,2421.221111111111
s1051,2,L,m,L,L,L,L,L,X,L,L,L,,,,,,,L,X,R,R,simulated,simulated,2476.8385906685908
s1052,3,C,f,,,,L3,L2,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,simulated,simulated,2489.527777777778
s1053,2,C,b,,,,L,L,L,L,R,L,R,R,R,,,,L,L,R,X,simulated,simulated,2425.3716810966807
s1054,3,L,a,X1,L3,L3,L2,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2513.5588888888888
s1055,2,R,m,,,,,,,R,R,R,R,R,R,L,R,R,L,L,R,R,simulated,simulated,2484.2588211788216
s1056,2,R,a,,,,,,,L,R,X,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2518.353528878529
s1057,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,L,R,simulated,simulated,2464.3564380934968
s1058,3,C,b,,,,L3,R3,R3,R3,R3,R3,R3,L3,R3,,,,L1,L2,R1,R1,simulated,simulated,2439.4722222222217
s1059,3,R,m,,,,,,,L2,R2,R2,R2,R2,R2,R2,R2,R2,L3,L3,R1,R1,simulated,simulated,2537.2888888888892
s1060,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,X,R,simulated,simulated,2444.5220905945907
s1061,3,C,m,,,,X1,X1,X1,X1,R3,R3,R1,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2472.8066666666673
s1062,2,L,a,L,L,L,L,L,L,L,L,X,,,,,,,L,L,R,R,simulated,simulated,2542.2136204536205
s1063,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R1,L1,L1,R1,R1,simulated,simulated,2549.5656084656084
s1064,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R2,R1,simulated,simulated,2491.3333333333335
s1065,2,L,f,X,L,L,R,L,L,L,L,X,,,,,,,L,L,X,R,simulated,simulated,2399.5887358937357
s1066,3,R,m,,,,,,,R3,R3,R2,R1,R2,R2,R2,L1,R2,L1,L1,R2,R1,simulated,simulated,2450.632063492064
s1067,2,R,a,,,,,,,R,R,R,R,R,R,R,X,R,L,L,R,R,simulated,simulated,2511.874812964813
s1068,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1069,3,L,f,L3,L3,L2,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2556.1715873015874
s1070,2,R,b,,,,,,,L,L,L,L,R,L,R,R,R,L,L,R,R,simulated,simulated,2459.020226070226
s1071,3,C,a,,,,L3,L1,R2,X1,R2,R3,R2,R2,R2,,,,L1,R1,R2,R1,simulated,simulated,2346.006111111111
s1072,3,L,a,L2,L2,L3,L3,L3,L3,L3,R1,R3,,,,,,,L1,L1,L1,R1,simulated,simulated,2400.8122222222223
s1073,2,C,b,,,,L,R,R,X,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2461.343012913013
s1074,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,R,L,R,simulated,simulated,2375.3434822584823
s1075,3,C,f,,,,L2,L2,X1,L1,L2,X1,X1,L1,X1,,,,L1,L1,R1,R3,simulated,simulated,2425.1222222222223
s1076,3,L,b,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,simulated,simulated,2558.988888888889
s1077,2,R,f,,,,,,,L,L,L,X,X,R,R,L,R,L,L,R,R,simulated,simulated,2432.0962722462723
s1078,2,C,m,,,,L,L,L,L,L,X,X,X,X,,,,L,X,R,R,simulated,simulated,2420.105521885522
s1079,3,R,a,,,,,,,L3,L3,L3,R2,R3,L1,R2,R2,L3,R3,L1,R1,R2,simulated,simulated,2306.468888888889
s1080,2,L,a,L,L,L,L,X,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2521.222972582973
s1081,3,C,m,,,,X1,X1,X1,X1,X1,X1,L3,R1,R1,,,,L1,R1,R1,R1,simulated,simulated,2348.9807936507937
